_id,data,hora,natureza_acidente,situacao,bairro,endereco,complemento,bairro_cruzamento,tipo_acidente,carro,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas_não_fatais,vitimas_fatais,Mes
421,2023-02-24,01:22:00,COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,NA ENTRADA DA ENTEGRAÇÃO DE CDU,VÁRZEA,COLISÃO FRONTAL,0,1,0,0,1,0,0,1,0,2
422,2023-02-24,01:55:00,COM VÍTIMA,FINALIZADA,IBURA,IBURA,PROX ASSEMBLEIA DE DEUS,IBURA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
423,2023-02-24,04:12:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,AO LADO DA LOJA FERREIRA PINTO,BOA VIAGEM,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,2
424,2023-02-24,04:52:00,SEM VÍTIMA,FINALIZADA,TORRE,TORRE,SOB O SEMÁFORO 680,TORRE,COLISÃO TRANSVERSAL,0,1,0,0,0,0,1,0,0,2
425,2023-02-24,05:19:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,Não informado,SÃO JOSÉ,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,2
426,2023-02-25,09:55:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,CAXANGÁ,"EM FRENTE AO MOTEL TURQUESA, PROX A UPA",CAXANGÁ,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
427,2023-02-25,11:58:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,CAXANGÁ,APÓS. À UNINASSAU / EM FRENTE À ÁGUA MINERAL CAXANGÁ,CAXANGÁ,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
428,2023-02-25,01:39:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,EM FRENTE A FACULDADE UNIVERSO,IMBIRIBEIRA,COLISÃO TRASEIRA,0,2,0,0,0,0,0,1,0,2
429,2023-02-25,02:33:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,TAMARINEIRA,LADO OPOSTO AO SESC,TAMARINEIRA,COLISÃO FRONTAL,0,2,0,0,0,0,0,1,0,2
430,2023-02-25,07:16:00,SEM VÍTIMA,CANCELADA,ARRUDA,ARRUDA,"PRÓX. À ACADEMIA DA CIDADE, PERTO DO BAR DO BIGODE.",ARRUDA,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,2
431,2023-02-25,09:01:00,COM VÍTIMA,FINALIZADA,CAJUEIRO,CAJUEIRO,PRÓX. À IGREJA CATÓLICA DE CAJUEIRO,CAJUEIRO,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0,2
432,2023-02-25,10:04:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,EM FRENTE A GALERIA CAZÉ,CAMPO GRANDE,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,1,0,2
433,2023-02-25,11:24:00,SEM VÍTIMA,CANCELADA,NOVA DESCOBERTA,NOVA DESCOBERTA,PRÓXIMO A ENTRADA DO CORREGO DO EUCALIPTO,NOVA DESCOBERTA,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,2
434,2023-02-26,11:12:00,COM VÍTIMA,FINALIZADA,IPSEP,IPSEP,PROX. AO POSTO SHELL DA AV. RECIFE,IPSEP,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
435,2023-02-26,02:13:00,COM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,NA DESCIDA DA PONTE DA TORRE,GRAÇAS,COLISÃO FRONTAL,2,0,0,0,0,0,0,4,0,2
436,2023-02-27,07:39:00,COM VÍTIMA,FINALIZADA,AREIAS,AREIAS,EM FRENTE A CRECHE MUNICIPAL TANCREDO NEVES E AO CONDOMINIO MORADA DO BARRO,AREIAS,COLISÃO FRONTAL,4,1,0,0,0,1,0,1,0,2
437,2023-02-27,08:31:00,COM VÍTIMA,CANCELADA,AFOGADOS,AFOGADOS,PROX. A MATERNIDADE BANDEIRA FILHO,AFOGADOS,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
438,2023-02-27,08:41:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,PRÓXIMO AO REI DA PICANHA,CASA AMARELA,COLISÃO TRANSVERSAL,1,0,0,0,0,1,0,0,0,2
439,2023-02-27,08:49:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,Não informado,SÃO JOSÉ,COLISÃO TRASEIRA,1,0,0,0,0,0,0,0,0,2
440,2023-02-27,08:53:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,LADO OPOSTO AO Nº 304,SANTO AMARO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2
441,2023-02-27,10:56:00,SEM VÍTIMA,FINALIZADA,TORRE,TORRE,EM CIMA DA PONTE DA CAPUNGA,TORRE,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,2
442,2023-02-27,01:52:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,BRAGA BURGUE,JARDIM SÃO PAULO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
443,2023-02-27,02:16:00,COM VÍTIMA,CANCELADA,DOIS UNIDOS,DOIS UNIDOS,PROXIMO A SUBESTAÇÃO DA CELPE E AO ANTIGO CT DO SANTA CRUZ,DOIS UNIDOS,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0,2
444,2023-02-27,03:57:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,PRAÇA DO ENTROCAMENTO,GRAÇAS,COLISÃO LATERAL,1,0,0,0,1,0,0,0,0,2
445,2023-02-27,04:21:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,POR TRAS DO BANCO DO BRASIL,IMBIRIBEIRA,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0,2
446,2023-02-27,05:18:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,EM FRENTE A LOJA DM PEÇAS E SERVIÇOS,IMBIRIBEIRA,COLISÃO TRASEIRA,1,1,0,0,1,0,0,1,0,2
447,2023-02-27,05:36:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,ENCRUZILHADA,EM FRENTE A RENAULT,ENCRUZILHADA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,2
448,2023-02-27,05:53:00,COM VÍTIMA,FINALIZADA,PINA,PINA,"COM A RUA MANOEL DE BRITO NA SAÍDA DO TÚNEL JOSUÉ DE CASTRO, PISTA DA DIREITA.",PINA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
449,2023-02-27,06:48:00,SEM VÍTIMA,CANCELADA,ARRUDA,ARRUDA,COLEGIO AO FAZER CRESCER,ARRUDA,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,2
450,2023-02-27,07:53:00,COM VÍTIMA,CANCELADA,SANTO AMARO,SANTO AMARO,"OPOSTO À CHEVROLET, PRÓX. À PRAÇA DA PICANHA",SANTO AMARO,ATROPELAMENTO DE PESSOA,0,0,0,2,1,0,0,2,0,2
451,2023-02-27,08:24:00,SEM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,SANTO ANTÔNIO,COMERCIAL ROQUE,SANTO ANTÔNIO,COLISÃO LATERAL,0,0,0,0,1,0,1,0,0,2
452,2023-02-27,10:32:00,COM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,PRÓX. AO RESTAURANTE ILHA DA COSTA,GRAÇAS,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0,2
453,2023-02-28,08:07:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,SANTO ANTÔNIO,AO LADO DO TEATRO SANTA IZABEL,SANTO ANTÔNIO,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0,2
454,2023-02-28,10:11:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,ESPINHEIRO,AO LADO DA HAPICLÍNICA BARÃO DE ITAMARACÁ,ESPINHEIRO,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,2,0,2
455,2023-02-28,11:19:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,ESQUINA COM A JACAUNA MÓVEIS,IMBIRIBEIRA,COLISÃO TRANSVERSAL,1,0,0,0,0,0,1,0,0,2
456,2023-02-28,01:56:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,PROX A ENTREDA A JORDÃO / EM FRENTE A LOJA FERRO MAIS,IMBIRIBEIRA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,2
457,2023-02-28,03:20:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,SANTO AMARO,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0,2
459,2023-02-28,05:53:00,COM VÍTIMA,FINALIZADA,BEBERIBE,BEBERIBE,EM FRENTE AO BUTECO PARRILLA,BEBERIBE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,2
460,2023-02-28,07:15:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,EM FRENTE AO BANCO ITAÚ,IMBIRIBEIRA,COLISÃO LATERAL,0,1,0,0,0,1,0,2,0,2
461,2023-02-28,10:59:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,PRACINHA DE BOA VIAGEM,BOA VIAGEM,COLISÃO FRONTAL,0,2,0,0,0,0,0,2,0,2
462,2023-03-01,01:34:00,COM VÍTIMA,FINALIZADA,TORRE,TORRE,PRÓXIMO AO CARREFOUR,TORRE,COLISÃO FRONTAL,0,0,0,0,0,0,0,1,0,3
464,2023-03-01,09:38:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,PROX A LOJA MITSUBISHI,IMBIRIBEIRA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
465,2023-03-01,12:27:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,AO LADO RM EXPRESS,SANTO AMARO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
467,2023-03-01,04:46:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,PROX A GARAGEM DA BORBOREMA,BOA VIAGEM,COLISÃO COM CICLISTA,0,0,1,0,1,0,0,1,0,3
468,2023-03-01,05:19:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,ILHA DO LEITE,EM FRENTE AO HOPE,ILHA DO LEITE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
469,2023-03-01,08:51:00,COM VÍTIMA,CANCELADA,ESTÂNCIA,ESTÂNCIA,PRÓX. AO HOTEL ESTORIL,ESTÂNCIA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0,3
470,2023-03-01,11:27:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,PRÓX. AO MERCADINHO RENDE MAIS,JARDIM SÃO PAULO,COLISÃO TRANSVERSAL,0,1,0,0,0,1,0,1,0,3
471,2023-03-02,06:45:00,COM VÍTIMA,FINALIZADA,JAQUEIRA,JAQUEIRA,PROX. AO HOSPITAL MARIA LUCINDA,JAQUEIRA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0,3
472,2023-03-02,08:34:00,COM VÍTIMA,FINALIZADA,COHAB,COHAB,APÓS A ASSEMBLEIA DE DEUS / PRÓX. AO SOCIETY PERNA DE PAU,COHAB,COLISÃO FRONTAL,0,1,0,0,1,0,0,1,0,3
473,2023-03-02,08:54:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,POSTO IPIRANGA / RECIFE TRADE CENTER,BOA VIAGEM,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
474,2023-03-02,10:07:00,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,COOPERATIVA ALIANÇA,BAIRRO DO RECIFE,TOMBAMENTO,0,1,0,0,0,0,0,1,0,3
475,2023-03-02,10:26:00,COM VÍTIMA,FINALIZADA,DOIS UNIDOS,DOIS UNIDOS,PRÓX. À TOP FITNESS ACADEMIA,DOIS UNIDOS,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0,3
476,2023-03-02,10:47:00,SEM VÍTIMA,FINALIZADA,VASCO DA GAMA,VASCO DA GAMA,PRÓX A BARRACA DE SEU AUCIDES E AO SUPERMERCADO RENDE MAIS.,VASCO DA GAMA,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,3
477,2023-03-02,11:47:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,ESTÂNCIA,EM FRENTE AO CERPE,ESTÂNCIA,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3
478,2023-03-02,03:43:00,COM VÍTIMA,FINALIZADA,DERBY,DERBY,AO LADO DO HOSPITAL RESTAURAÇÃO,DERBY,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0,3
479,2023-03-02,02:10:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,EM FRENTE A BIO MUNDO PRODUSTOS NATURAIS,BOA VIAGEM,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3
480,2023-03-02,02:20:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,ENFRENTE A DROGASIL,BOA VIAGEM,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
481,2023-03-02,09:41:00,SEM VÍTIMA,FINALIZADA,SAN MARTIN,SAN MARTIN,EM FRENTE AO QUARTEL DO REGIMENTO DE CAVALARIA DIAS CARDOSO,SAN MARTIN,CHOQUE,0,0,0,0,0,2,0,0,0,3
482,2023-03-02,11:34:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,EM FRENTE A ASSEMBLÉIA DE DEUS,SANTO AMARO,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0,3
483,2023-03-03,03:22:00,COM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,MC DONALDS,GRAÇAS,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0,3
484,2023-03-03,07:11:00,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,DOIS IRMÃOS,EM FRENTE A UFRPE E A COMPESA,DOIS IRMÃOS,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0,3
485,2023-03-03,07:49:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,ANTIGA ESCOLA MONTE LIBANO,JARDIM SÃO PAULO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
486,2023-03-03,12:33:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,CAXANGÁ,ENFRENTE AO POSTO DE GASOLINA,CAXANGÁ,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
487,2023-03-03,01:34:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,PROX AO BANCO ITAU,IMBIRIBEIRA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
488,2023-03-03,03:16:00,COM VÍTIMA,CANCELADA,AFOGADOS,AFOGADOS,PROX A TABACARIA 21 DE ABRIL,AFOGADOS,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
490,2023-03-04,02:19:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,DEPOIS DO BAR DO ZÉ,CAMPO GRANDE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,2,0,3
491,2023-03-04,04:04:00,COM VÍTIMA,FINALIZADA,BARRO,BARRO,EM CIMA DO VIADUTO DO BARRO,BARRO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0,3
492,2023-03-04,09:01:00,COM VÍTIMA,FINALIZADA,PINA,PINA,Não informado,PINA,COLISÃO TRASEIRA,3,1,0,0,0,0,0,1,0,3
493,2023-03-04,12:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,PROX AO PREDIO DA CASA DA INDUSTRIA,SANTO AMARO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,2,0,3
494,2023-03-04,01:21:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,PROXIMO AO POSTO PETRONAK,CAMPO GRANDE,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0,3
495,2023-03-04,05:40:00,SEM VÍTIMA,FINALIZADA,ALTO DO MANDU,ALTO DO MANDU,BAR AMARELINHO,ALTO DO MANDU,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3
496,2023-03-04,08:30:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,JOANA BEZERRA,EM FRENTE AO CAMPO,JOANA BEZERRA,ATROPELAMENTO DE ANIMAL,0,0,0,0,0,0,0,1,0,3
498,2023-03-05,01:52:00,COM VÍTIMA,CANCELADA,ESTÂNCIA,ESTÂNCIA,ENTRADA DE JARDIM UCHOA,ESTÂNCIA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
499,2023-03-05,04:15:00,COM VÍTIMA,FINALIZADA,PAISSANDU,PAISSANDU,EM FRENTE AO HOSPITAL PORTUGUÊS,PAISSANDU,ATROPELAMENTO DE PESSOA,1,0,0,1,0,0,0,1,0,3
500,2023-03-06,12:42:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,BOA VIAGEM,COM A RUA SÁ E SOUZA,BOA VIAGEM,CHOQUE,2,0,0,0,0,0,0,0,0,3
501,2023-03-06,10:06:00,COM VÍTIMA,FINALIZADA,BEBERIBE,BEBERIBE,APOS BEBERIBE MOTO PEÇAS,BEBERIBE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
502,2023-03-06,04:35:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,NA ENTRADA DA PONTO QUE DÁ ACESSO AO MARCO ZERO,SÃO JOSÉ,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
503,2023-03-06,04:48:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,TAMARINEIRA,AV. NORTE MIGUEL ARRAES DE ALENCAR,TAMARINEIRA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
504,2023-03-06,07:52:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,"APÓS A PADARIA SANTO ANTONIO, PRIMEIRO SEMÁFORO A DIREITA",CAMPO GRANDE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0,3
505,2023-03-07,07:09:00,COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,PRÓX. AO HAPVIDA,VÁRZEA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
506,2023-03-07,01:49:00,COM VÍTIMA,FINALIZADA,IPSEP,IPSEP,PROX A FARMACIA SANTA LUZIA,IPSEP,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
507,2023-03-07,03:03:00,COM VÍTIMA,FINALIZADA,IPSEP,IPSEP,EM FRENTE AO RESTURANTE KI SABOR,IPSEP,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0,3
508,2023-03-07,03:53:00,COM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,PROX AO SEMÁFORO 027,BOA VISTA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
509,2023-03-07,08:43:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,COM A RUA SÃO JOÃO,SÃO JOSÉ,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
510,2023-03-08,07:12:00,COM VÍTIMA,FINALIZADA,TORRE,TORRE,EM FRENTE A ESCOLA DESPERTAR,TORRE,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0,3
511,2023-03-08,08:02:00,COM VÍTIMA,FINALIZADA,IBURA,IBURA,EM FRENTE AO BRASIL GÁS,IBURA,QUEDA,0,1,0,0,0,0,0,1,0,3
512,2023-03-08,08:45:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,POSTE Nº B 018848,BAIRRO DO RECIFE,CHOQUE,1,0,0,0,0,0,0,0,0,3
513,2023-03-08,10:13:00,COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,EM FRENTE A LOJA DE CARRO TEXEIRA PRIME,MADALENA,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0,3
514,2023-03-08,11:12:00,COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,EM FRENTE AO POSTO EXTRA,MADALENA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
515,2023-03-08,11:31:00,COM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,"PRAÇA MACIEL PINHEIRO, HOTEL AMERICA",BOA VISTA,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
516,2023-03-08,11:31:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,MIRANTE DO CAIS,SÃO JOSÉ,COLISÃO TRASEIRA,2,0,0,0,0,0,1,1,0,3
517,2023-03-08,11:31:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,EM FRENTE AO NOVO HOTEL,SÃO JOSÉ,QUEDA,0,1,0,0,0,0,0,1,0,3
519,2023-03-08,12:24:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,PROX AO RESTAURANTE SKILLUS,CAMPO GRANDE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
520,2023-03-08,12:58:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,EM FRENTE À FERREIRA COSTA,IMBIRIBEIRA,COLISÃO LATERAL,2,1,0,0,0,0,0,1,0,3
521,2023-03-08,01:02:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,EMBAIXO DO VIADUTO  DA JOAO DE BARROS  S/T RECIFE,SANTO AMARO,QUEDA,0,1,0,0,0,0,0,1,0,3
522,2023-03-08,01:23:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,EM FRENTE AO HOSPITAL OSWALDO CRUZ,SANTO AMARO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
523,2023-03-08,01:34:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,NO SEMÁFOR 525,AFOGADOS,ATROPELAMENTO DE PESSOA,2,0,0,1,0,0,0,2,0,3
524,2023-03-08,01:38:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,EM FRENTE AO ITAÚ,BOA VISTA,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,3
525,2023-03-08,03:11:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,PARNAMIRIM,E/F AO BAR FAACA,PARNAMIRIM,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0,3
526,2023-03-08,06:21:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,ENFRENTE A CASA FÚNERARIA SÃO MIGEUL,AFOGADOS,COLISÃO TRASEIRA,1,1,0,0,0,0,0,2,0,3
527,2023-03-08,07:40:00,COM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,LINS ADVOCACIA,BOA VISTA,ATROPELAMENTO DE PESSOA,1,0,0,1,0,0,0,1,0,3
528,2023-03-09,05:31:00,COM VÍTIMA,FINALIZADA,ARRUDA,ARRUDA,PRÓXIMO AO CLUBE DOS IRRESPONSÁVEIS,ARRUDA,COLISÃO LATERAL,2,0,0,0,0,0,0,1,0,3
529,2023-03-09,06:35:00,COM VÍTIMA,FINALIZADA,IPSEP,IPSEP,"NO SEMAFORO 319,",IPSEP,COLISÃO TRASEIRA,3,0,0,0,0,0,0,1,0,3
530,2023-03-09,08:15:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,TAMARINEIRA,PRÓX. AO NEXOS HOTEL,TAMARINEIRA,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,2,0,3
531,2023-03-09,09:46:00,COM VÍTIMA,FINALIZADA,IPUTINGA,IPUTINGA,EM FRENTE AO NUMERO 807,IPUTINGA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0,3
532,2023-03-09,10:44:00,COM VÍTIMA,FINALIZADA,CABANGA,CABANGA,PROX. A COMPESA,CABANGA,COLISÃO LATERAL,0,1,0,0,0,1,0,1,0,3
533,2023-03-09,11:55:00,COM VÍTIMA,CANCELADA,CORDEIRO,CORDEIRO,EM FRENTE A FARMACIA PAGUE MENOS,CORDEIRO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0,3
534,2023-03-09,03:17:00,COM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,COMPAZ ARIANO SUASSUNA,CORDEIRO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0,3
535,2023-03-10,09:17:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,EM FRENTE AO HOSPITAL NAVAL,SANTO AMARO,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0,3
536,2023-03-10,10:26:00,COM VÍTIMA,FINALIZADA,ÁGUA FRIA,ÁGUA FRIA,PROX. AO MAGAZINE LUIZA,ÁGUA FRIA,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0,3
537,2023-03-10,11:00:00,COM VÍTIMA,FINALIZADA,IBURA,IBURA,PRÓX AO SESI,IBURA,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0,3
538,2023-03-10,05:39:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,CHURRASCARIA CHARQUE NA BRASA,AFOGADOS,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0,3
539,2023-03-10,06:45:00,SEM VÍTIMA,CANCELADA,CAMPO GRANDE,CAMPO GRANDE,COLÉGIO SABER,CAMPO GRANDE,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,3
541,2023-03-11,07:34:00,SEM VÍTIMA,FINALIZADA,PINA,PINA,EM FRENTE AO POSTO PETRONAC,PINA,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3
542,2023-03-11,08:46:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,ENCRUZILHADA,EM FRENTE A COOPERATIVA ALIANÇA,ENCRUZILHADA,COLISÃO FRONTAL,2,1,0,0,0,0,0,1,0,3
543,2023-03-11,10:21:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,EM FRENTE A CASAPIO,CASA AMARELA,COLISÃO LATERAL,0,1,0,0,0,1,0,1,0,3
544,2023-03-11,12:06:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,ÁGUA FRIA,APÓS MILENA MÓVEIS E ELETRO,ÁGUA FRIA,COLISÃO TRASEIRA,1,0,0,0,0,2,0,0,0,3
545,2023-03-11,07:35:00,SEM VÍTIMA,CANCELADA,CORDEIRO,CORDEIRO,EM FRENTE AO PARQUE DE EXPOSIÇÕES DE ANIMAIS DO CORDEIRO,CORDEIRO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,3
546,2023-03-11,08:39:00,COM VÍTIMA,CANCELADA,TORRÕES,TORRÕES,EM FRENTE A UPA DOS TORRÕES,TORRÕES,COLISÃO TRASEIRA,1,1,0,0,0,0,0,2,0,3
