Código da Etapa;Etapa;Código da Rede;Rede;Código da CREDE;CREDE;Código do Município;Município;Edição;Proficiência Média;Desvio Padrão;Indicação do Padrão de Desempenho;Muito Crítico;Crítico;Intermediário;Adequado;População;Alunos Efetivos;Alunos Efetivos (Ponderado)¹;Percentual de Participação (Ponderado)¹;Taxa de Participação;Proficiência Padronizada;Fator de Ajuste;Número de Alunos no Muito Crítico;Número de Alunos no Crítico;Número de Alunos no Intermediário;Número de Alunos no Adequado;IDE EF MT;IDE Médio EF
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;1;MARACANAU;2307650;MARACANAU;2014;237,1018376;40,05165614;Crítico;38,39150228;43,36874052;16,78300455;1,456752656;3348;3295;-;98,41696535;0,984169654;-;-;1265;1429;553;48;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;1;MARACANAU;2307700;MARANGUAPE;2014;231,3516874;46,53537474;Crítico;45,34109817;35,85690516;16,80532446;1,996672213;1232;1202;-;97,56493506;0,975649351;-;-;545;431;202;24;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;1;MARACANAU;2309706;PACATUBA;2014;233,845052;40,30710606;Crítico;41,93121693;40,34391534;17,06349206;0,661375661;763;756;-;99,08256881;0,990825688;-;-;317;305;129;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2300754;AMONTADA;2014;232,0679568;48,09171099;Crítico;48,44606947;33,82084095;14,44241316;3,290676417;593;547;-;92,24283305;0,922428331;-;-;265;185;79;18;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2306306;ITAPAJE;2014;230,4645319;45,35901519;Crítico;48,07121662;34,56973294;14,83679525;2,522255193;680;674;-;99,11764706;0,991176471;-;-;324;233;100;17;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2306405;ITAPIPOCA;2014;228,3896568;43,06459761;Crítico;50,11025358;34,45424476;14,16758545;1,267916207;1860;1814;-;97,52688172;0,975268817;-;-;909;625;257;23;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2308377;MIRAIMA;2014;214,8002448;43,65110401;Muito Crítico;62,10526316;27,89473684;8,947368421;1,052631579;216;190;-;87,96296296;0,87962963;-;-;118;53;17;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2310209;PARACURU;2014;231,5047824;47,23187468;Crítico;47,79050736;33,55155483;15,71194763;2,94599018;615;611;-;99,3495935;0,993495935;-;-;292;205;96;18;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2310258;PARAIPABA;2014;231,9504682;43,7883277;Crítico;48,00884956;34,51327434;14,82300885;2,654867257;448;452;-;100,8928571;1;-;-;217;156;67;12;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2310704;PENTECOSTE;2014;223,0705697;45,40434992;Muito Crítico;53,90749601;31,738437;12,44019139;1,913875598;626;627;-;100,1597444;1;-;-;338;199;78;12;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2312403;SAO GONCALO DO AMARANTE;2014;244,5110379;46,29318888;Crítico;33,27239488;40,7678245;22,12065814;3,839122486;546;547;-;100,1831502;1;-;-;182;223;121;21;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2312601;SAO LUIS DO CURU;2014;223,5573781;42,47580922;Muito Crítico;57,56097561;28,7804878;12,68292683;0,975609756;205;205;-;100;1;-;-;118;59;26;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2313351;TEJUCUOCA;2014;239,7686807;44,43263875;Crítico;41,42394822;35,9223301;20,38834951;2,265372168;322;309;-;95,96273292;0,959627329;-;-;128;111;63;7;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2313500;TRAIRI;2014;237,2076313;48,74917735;Crítico;42,55842558;33,57933579;19,6801968;4,18204182;815;813;-;99,75460123;0,997546012;-;-;346;273;160;34;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2313559;TURURU;2014;264,4194121;52,83145791;Crítico;24,83870968;34,19354839;26,12903226;14,83870968;308;310;-;100,6493506;1;-;-;77;106;81;46;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2313757;UMIRIM;2014;221,9461888;40,66594679;Muito Crítico;56,57492355;33,02752294;9,480122324;0,917431193;320;327;-;102,1875;1;-;-;185;108;31;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;2;ITAPIPOCA;2313807;URUBURETAMA;2014;223,3832591;46,08038158;Muito Crítico;54,77386935;30,40201005;13,06532663;1,75879397;402;398;-;99,00497512;0,990049751;-;-;218;121;52;7;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2300200;ACARAU;2014;247,5246338;47,64612877;Crítico;32,72506083;38,92944039;22,38442822;5,96107056;824;822;-;99,75728155;0,997572816;-;-;269;320;184;49;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2302305;BELA CRUZ;2014;236,4941691;49,69193038;Crítico;42,28187919;33,89261745;19,12751678;4,697986577;295;298;-;101,0169492;1;-;-;126;101;57;14;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2304251;CRUZ;2014;280,377859;51,56776771;Intermediário;15,89537223;27,7665996;35,81488934;20,52313883;492;497;-;101,0162602;1;-;-;79;138;178;102;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2306553;ITAREMA;2014;239,7383583;53,91473976;Crítico;41,86915888;33,45794393;17,00934579;7,663551402;533;535;-;100,3752345;1;-;-;224;179;91;41;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2307254;JIJOCA DE JERICOACOARA;2014;282,2746476;49,28007547;Intermediário;12,87878788;28,03030303;40,15151515;18,93939394;258;264;-;102,3255814;1;-;-;34;74;106;50;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2307809;MARCO;2014;239,9871039;47,56440924;Crítico;41,64705882;33,41176471;20,47058824;4,470588235;421;425;-;100,9501188;1;-;-;177;142;87;19;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;3;ACARAU;2308906;MORRINHOS;2014;248,5178466;52,04682002;Crítico;35,22267206;34,41295547;23,88663968;6,477732794;237;247;-;104,2194093;1;-;-;87;85;59;16;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2302057;BARROQUINHA;2014;227,7627652;39,4517027;Crítico;50;38,35616438;10,61643836;1,02739726;306;292;-;95,4248366;0,954248366;-;-;146;112;31;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2302602;CAMOCIM;2014;237,9825892;44,41875839;Crítico;39,89361702;39,46808511;17,55319149;3,085106383;944;940;-;99,57627119;0,995762712;-;-;375;371;165;29;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2303907;CHAVAL;2014;234,8215772;44,62884252;Crítico;44,21768707;35,37414966;18,36734694;2,040816327;166;147;-;88,55421687;0,885542169;-;-;65;52;27;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2304707;GRANJA;2014;261,3924648;56,02549728;Crítico;27,03081232;30,95238095;27,31092437;14,70588235;736;714;-;97,01086957;0,970108696;-;-;193;221;195;105;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2307908;MARTINOPOLE;2014;257,5241524;55,64531038;Crítico;30,09259259;31,48148148;23,14814815;15,27777778;214;216;-;100,9345794;1;-;-;65;68;50;33;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;4;CAMOCIM;2313906;URUOCA;2014;239,41833;48,51786597;Crítico;40,35087719;34,21052632;21,05263158;4,385964912;229;228;-;99,56331878;0,995633188;-;-;92;78;48;10;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2303402;CARNAUBAL;2014;273,8017125;53,71189028;Crítico;20,16460905;29,62962963;31,6872428;18,51851852;256;243;-;94,921875;0,94921875;-;-;49;72;77;45;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2304236;CROATA;2014;233,2467712;52,22973354;Crítico;46,56716418;30,74626866;17,91044776;4,776119403;334;335;-;100,2994012;1;-;-;156;103;60;16;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2305001;GUARACIABA DO NORTE;2014;250,1148576;49,37608168;Crítico;33,42140026;36,85601057;21,00396301;8,718626156;757;757;-;100;1;-;-;253;279;159;66;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2305308;IBIAPINA;2014;234,3648507;42,21224035;Crítico;45,76802508;34,169279;18,18181818;1,880877743;349;319;-;91,40401146;0,914040115;-;-;146;109;58;6;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2305803;IPU;2014;227,4055885;43,52365553;Crítico;49,32821497;36,27639155;11,90019194;2,495201536;552;521;-;94,38405797;0,94384058;-;-;257;189;62;13;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2312304;SAO BENEDITO;2014;238,6541181;43,74806329;Crítico;38,90728477;39,56953642;19,20529801;2,317880795;637;604;-;94,81946625;0,948194662;-;-;235;239;116;14;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2313401;TIANGUA;2014;241,177906;46,73931257;Crítico;38,68274583;37,56957328;19,66604824;4,081632653;1092;1078;-;98,71794872;0,987179487;-;-;417;405;212;44;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2313609;UBAJARA;2014;254,1988161;48,83265799;Crítico;30;35,55555556;26,48148148;7,962962963;541;540;-;99,81515712;0,998151571;-;-;162;192;143;43;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;5;TIANGUA;2314102;VICOSA DO CEARA;2014;251,0317269;44,14799095;Crítico;28,34366696;42,6040744;24,3578388;4,694419841;1144;1129;-;98,68881119;0,986888112;-;-;320;481;275;53;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2300507;ALCANTARAS;2014;243,5732795;43,92345986;Crítico;31,39534884;45,34883721;20,34883721;2,906976744;176;172;-;97,72727273;0,977272727;-;-;54;78;35;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2303105;CARIRE;2014;275,6473073;54,30057037;Intermediário;19,93243243;28,71621622;30,74324324;20,60810811;295;296;-;100,3389831;1;-;-;59;85;91;61;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2304004;COREAU;2014;267,4201215;52,85815032;Crítico;24,52830189;32,0754717;27,35849057;16,03773585;317;318;-;100,3154574;1;-;-;78;102;87;51;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2304350;FORQUILHA;2014;257,2795356;55,35160297;Crítico;27,52808989;36,51685393;24,71910112;11,23595506;353;356;-;100,8498584;1;-;-;98;130;88;40;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2304509;FRECHEIRINHA;2014;257,4987287;47,55824116;Crítico;27,35426009;33,632287;30,49327354;8,520179372;220;223;-;101,3636364;1;-;-;61;75;68;19;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2304657;GRACA;2014;228,3573762;44,91195089;Crítico;50,38167939;34,73282443;12,59541985;2,290076336;272;262;-;96,32352941;0,963235294;-;-;132;91;33;6;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2304905;GROAIRAS;2014;275,5874941;51,54978556;Intermediário;18,36734694;31,12244898;28,57142857;21,93877551;197;196;-;99,49238579;0,994923858;-;-;36;61;56;43;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2305209;HIDROLANDIA;2014;238,7146951;48,36400031;Crítico;40,83601286;36,01286174;19,61414791;3,536977492;308;311;-;100,974026;1;-;-;127;112;61;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2306108;IRAUCUBA;2014;241,7242994;51,65916465;Crítico;41,87327824;28,09917355;23,69146006;6,336088154;356;363;-;101,9662921;1;-;-;152;102;86;23;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2308005;MASSAPE;2014;260,2818199;56,36449292;Crítico;30,71216617;29,82195846;22,70029674;16,76557864;687;674;-;98,1077147;0,981077147;-;-;207;201;153;113;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2308203;MERUOCA;2014;256,7701098;44,83556503;Crítico;25,53191489;37,0212766;31,06382979;6,382978723;236;235;-;99,57627119;0,995762712;-;-;60;87;73;15;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2308807;MORAUJO;2014;244,1225696;45,78784055;Crítico;33,33333333;39,85507246;24,63768116;2,173913043;144;138;-;95,83333333;0,958333333;-;-;46;55;34;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2309003;MUCAMBO;2014;257,2525234;54,76016398;Crítico;31,2267658;30,48327138;26,76579926;11,52416357;278;269;-;96,76258993;0,967625899;-;-;84;82;72;31;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2309904;PACUJA;2014;225,0431949;50,34872385;Crítico;51,28205128;32,47863248;12,82051282;3,418803419;117;117;-;100;1;-;-;60;38;15;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2310951;PIRES FERREIRA;2014;238,8670942;47,15435759;Crítico;38,17204301;39,24731183;19,89247312;2,688172043;175;186;-;106,2857143;1;-;-;71;73;37;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2311702;RERIUTABA;2014;255,8091168;58,87372517;Crítico;30,59701493;30,59701493;26,11940299;12,68656716;269;268;-;99,62825279;0,996282528;-;-;82;82;70;34;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2312007;SANTANA DO ACARAU;2014;223,0081933;40,04397033;Muito Crítico;54,6460177;33,84955752;11,0619469;0,442477876;472;452;-;95,76271186;0,957627119;-;-;247;153;50;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2312809;SENADOR SA;2014;236,2641169;44,58110153;Crítico;42,36111111;36,80555556;18,75;2,083333333;147;144;-;97,95918367;0,979591837;-;-;61;53;27;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2312908;SOBRAL;2014;283,3467347;53,78182904;Intermediário;15,71815718;26,75183895;32,24932249;25,28068138;2581;2583;-;100,0774893;1;-;-;406;691;833;653;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;6;SOBRAL;2313955;VARJOTA;2014;242,4919759;49,18413433;Crítico;37,53943218;39,74763407;17,03470032;5,678233438;317;317;-;100;1;-;-;119;126;54;18;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2302800;CANINDE;2014;240,3385247;43,41257001;Crítico;37,28489484;40,34416826;19,21606119;3,154875717;1053;1046;-;99,33523267;0,993352327;-;-;390;422;201;33;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2303006;CARIDADE;2014;245,757192;46,08236333;Crítico;34,29752066;40,90909091;19,00826446;5,785123967;245;242;-;98,7755102;0,987755102;-;-;83;99;46;14;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2304608;GENERAL SAMPAIO;2014;238,5119708;45,73950773;Crítico;43,05555556;33,33333333;18,75;4,861111111;148;144;-;97,2972973;0,972972973;-;-;62;48;27;7;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2306603;ITATIRA;2014;242,2581868;43,96168684;Crítico;34,31151242;44,01805869;17,60722348;4,063205418;446;443;-;99,32735426;0,993273543;-;-;152;195;78;18;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2310407;PARAMOTI;2014;240,515642;41,00865604;Crítico;38,50574713;41,37931034;17,81609195;2,298850575;178;174;-;97,75280899;0,97752809;-;-;67;72;31;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;7;CANINDE;2312205;SANTA QUITERIA;2014;236,1953874;43,09682612;Crítico;42,38683128;37,17421125;18,38134431;2,057613169;742;729;-;98,24797844;0,982479784;-;-;309;271;134;15;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2300150;ACARAPE;2014;228,1064109;44,68887862;Crítico;49,61832061;36,64122137;10,6870229;3,053435115;130;131;-;100,7692308;1;-;-;65;48;14;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2301208;ARACOIABA;2014;228,4176685;46,59384485;Crítico;48,44868735;34,12887828;16,46778043;0,954653938;433;419;-;96,76674365;0,967667436;-;-;203;143;69;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2301406;ARATUBA;2014;239,9386947;47,42845081;Crítico;39,82300885;37,16814159;18,14159292;4,867256637;233;226;-;96,99570815;0,969957082;-;-;90;84;41;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2301950;BARREIRA;2014;242,6026652;47,32000318;Crítico;39,26174497;36,57718121;18,12080537;6,040268456;311;298;-;95,81993569;0,958199357;-;-;117;109;54;18;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2302107;BATURITE;2014;229,9506137;38,99926761;Crítico;45,52845528;45,12195122;8,130081301;1,219512195;255;246;-;96,47058824;0,964705882;-;-;112;111;20;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2302909;CAPISTRANO;2014;221,8911048;41,20195219;Muito Crítico;54,47470817;35,79766537;8,560311284;1,167315175;266;257;-;96,61654135;0,966165414;-;-;140;92;22;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2305100;GUARAMIRANGA;2014;254,8191415;44,32930596;Crítico;24,34782609;39,13043478;31,30434783;5,217391304;113;115;-;101,7699115;1;-;-;28;45;36;6;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2306504;ITAPIUNA;2014;220,7366337;40,99838085;Muito Crítico;53,46153846;36,15384615;10;0,384615385;267;260;-;97,37827715;0,973782772;-;-;139;94;26;1;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2309102;MULUNGU;2014;244,4314374;40,73204319;Crítico;33,84615385;43,07692308;20;3,076923077;131;130;-;99,23664122;0,992366412;-;-;44;56;26;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2309458;OCARA;2014;229,9440739;43,11581259;Crítico;48,14814815;37,40740741;11,85185185;2,592592593;275;270;-;98,18181818;0,981818182;-;-;130;101;32;7;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2309805;PACOTI;2014;234,6363971;41,23916968;Crítico;41,14285714;41,71428571;16;1,142857143;175;175;-;100;1;-;-;72;73;28;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2310100;PALMACIA;2014;222,2076133;39,59084495;Muito Crítico;57,5;32,5;9,166666667;0,833333333;120;120;-;100;1;-;-;69;39;11;1;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;8;BATURITE;2311603;REDENCAO;2014;234,6560648;45,22071204;Crítico;45,08009153;34,55377574;17,84897025;2,517162471;437;437;-;100;1;-;-;197;151;78;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2302206;BEBERIBE;2014;254,9371598;44,82141749;Crítico;27,51842752;35,995086;31,6953317;4,791154791;828;814;-;98,30917874;0,983091787;-;-;224;293;258;39;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2303501;CASCAVEL;2014;245,9872906;42,94359647;Crítico;34,25110132;38,76651982;24,00881057;2,973568282;893;908;-;101,6797312;1;-;-;311;352;218;27;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2303956;CHOROZINHO;2014;244,8978324;42,71290676;Crítico;33,4519573;40,21352313;24,55516014;1,779359431;275;281;-;102,1818182;1;-;-;94;113;69;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2305233;HORIZONTE;2014;251,1128844;43,47629552;Crítico;28,90541977;41,33900106;25,2922423;4,463336876;933;941;-;100,8574491;1;-;-;272;389;238;42;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2309607;PACAJUS;2014;236,24196;42,133574;Crítico;38,76651982;41,74008811;18,28193833;1,211453744;919;908;-;98,80304679;0,988030468;-;-;352;379;166;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;9;HORIZONTE;2310852;PINDORETAMA;2014;241,1981865;42,31346784;Crítico;35,98726115;43,94904459;16,87898089;3,184713376;313;314;-;100,3194888;1;-;-;113;138;53;10;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2300705;ALTO SANTO;2014;239,7186847;45,0289956;Crítico;40,29850746;36,8159204;19,90049751;2,985074627;196;201;-;102,5510204;1;-;-;81;74;40;6;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2301109;ARACATI;2014;243,8331954;44,94661669;Crítico;35,29411765;40,44117647;19,48529412;4,779411765;813;816;-;100,3690037;1;-;-;288;330;159;39;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2304459;FORTIM;2014;237,9916403;38,86804;Crítico;39,73799127;40,61135371;17,90393013;1,746724891;232;229;-;98,70689655;0,987068966;-;-;91;93;41;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2305357;ICAPUI;2014;239,0232096;40,66446899;Crítico;39,32038835;39,80582524;18,93203883;1,941747573;220;206;-;93,63636364;0,936363636;-;-;81;82;39;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2306207;ITAICABA;2014;263,7826618;46,09231668;Crítico;22,05882353;35,29411765;36,76470588;5,882352941;67;68;-;101,4925373;1;-;-;15;24;25;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2307007;JAGUARUANA;2014;242,9104923;42,55337459;Crítico;34,95702006;43,83954155;18,05157593;3,151862464;344;349;-;101,4534884;1;-;-;122;153;63;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2307601;LIMOEIRO DO NORTE;2014;250,7765027;48,4730942;Crítico;30,82437276;36,91756272;25,98566308;6,272401434;567;558;-;98,41269841;0,984126984;-;-;172;206;145;35;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2308708;MORADA NOVA;2014;237,8439205;41,44122967;Crítico;38,39150228;41,88163885;18,05766313;1,669195751;700;659;-;94,14285714;0,941428571;-;-;253;276;119;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2310001;PALHANO;2014;242,3430601;44,04837381;Crítico;38,46153846;35,8974359;21,79487179;3,846153846;78;78;-;100;1;-;-;30;28;17;3;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2311504;QUIXERE;2014;244,2414356;41,51777678;Crítico;34,1563786;43,62139918;20,16460905;2,057613169;250;243;-;97,2;0,972;-;-;83;106;49;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2311801;RUSSAS;2014;278,8227182;48,61186364;Intermediário;15,06228766;28,65232163;39,18459796;17,10079275;878;883;-;100,5694761;1;-;-;133;253;346;151;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2312502;SAO JOAO DO JAGUARIBE;2014;255,8728846;42,53042825;Crítico;22,58064516;44,08602151;27,95698925;5,376344086;97;93;-;95,87628866;0,958762887;-;-;21;41;26;5;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;10;RUSSAS;2313104;TABULEIRO DO NORTE;2014;253,3617994;45,53306902;Crítico;26,53721683;40,45307443;25,56634304;7,443365696;317;309;-;97,47634069;0,974763407;-;-;82;125;79;23;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2304277;ERERE;2014;241,1782674;49,07800781;Crítico;40,47619048;35,71428571;19,04761905;4,761904762;88;84;-;95,45454545;0,954545455;-;-;34;30;16;4;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2306009;IRACEMA;2014;231,6816325;45,23493147;Crítico;47,02970297;31,68316832;20,2970297;0,99009901;201;202;-;100,4975124;1;-;-;95;64;41;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2306702;JAGUARETAMA;2014;231,9384838;42,46020909;Crítico;44,44444444;39,46360153;15,3256705;0,766283525;263;261;-;99,23954373;0,992395437;-;-;116;103;40;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2306801;JAGUARIBARA;2014;219,5315795;41,2267459;Muito Crítico;56,8;34,4;7,2;1,6;130;125;-;96,15384615;0,961538462;-;-;71;43;9;2;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2306900;JAGUARIBE;2014;246,0911733;42,931246;Crítico;32,46492986;42,28456914;21,44288577;3,80761523;503;499;-;99,20477137;0,992047714;-;-;162;211;107;19;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2310803;PEREIRO;2014;245,8478963;42,65252869;Crítico;32,71375465;43,866171;19,33085502;4,089219331;275;269;-;97,81818182;0,978181818;-;-;88;118;52;11;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;11;JAGUARIBE;2311231;POTIRETAMA;2014;232,8990043;41,32077696;Crítico;47,87234043;35,10638298;15,95744681;1,063829787;104;94;-;90,38461538;0,903846154;-;-;45;33;15;1;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;12;QUIXADA;2301851;BANABUIU;2014;245,8639179;42,82720273;Crítico;33,19148936;43,82978723;19,14893617;3,829787234;248;235;-;94,75806452;0,947580645;-;-;78;103;45;9;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;12;QUIXADA;2302404;BOA VIAGEM;2014;226,7214685;40,62183772;Crítico;48,51485149;36,9165488;13,57850071;0,99009901;766;707;-;92,29765013;0,922976501;-;-;343;261;96;7;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;12;QUIXADA;2303931;CHORO;2014;216,8633546;42,65229706;Muito Crítico;60,16949153;29,23728814;10,16949153;0,423728814;257;236;-;91,82879377;0,918287938;-;-;142;69;24;1;-;-
9;9º Ano do Ensino Fundamental;2;MUNICIPAL;12;QUIXADA;2305266;IBARETAMA;2014;226,9282857;42,80893663;Crítico;48,03921569;39,70588235;11,2745098;0,980392157;215;204;-;94,88372093;0,948837209;-;-;98;81;23;2;-;-
