REGIAO GEOGRÁFICA,NATUREZA,ANO,SEXO,IDADE
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,2) 12-17
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,2) 12-17
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,CÁRCERE PRIVADO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,1) 00-11
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,5) 30-34
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,2) 12-17
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,CALÚNIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,CALÚNIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,CALÚNIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,1) 00-11
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,2) 12-17
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,2) 12-17
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,2) 12-17
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,6) 35-64
RECIFE,OUTROS CRIMES POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,CALÚNIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,DIFAMAÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,2) 12-17
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,4) 25-29
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,PERSEGUIÇÃO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,2) 12-17
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,AMEAÇA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,DANO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,3) 18-24
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,INJÚRIA POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,5) 30-34
RECIFE,LESÃO CORPORAL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,1) 00-11
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,7) 65 OU MAIS
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,1) 00-11
RECIFE,MAUS TRATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,MASCULINO,2) 12-17
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,4) 25-29
RECIFE,PERTURBAÇÃO DO SOSSEGO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR,2022,FEMININO,6) 35-64
RECIFE,VIAS DE FATOS POR VIOLÊNCIA DOMÉSTICA/FAMILIAR ,2022,FEMININO,3) 18-24
